"フィーチャID","形状(WKT)","施設名称","所在地","診療科目","開設者分類","病床数","救急告示病院","災害拠点病院","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"3197","POINT(136.9691678 35.14633247)","まさや歯科クリニック","名古屋市昭和区妙見町９","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3200","POINT(136.7377561 35.17998589)","マジマ歯科医院","津島市東柳原町４－３","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3202","POINT(136.957477906024 35.1200812534876)","ましろデンタルクリニック","名古屋市瑞穂区彌富通五丁目10番地","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3203","POINT(137.0482997 35.21505317)","ますい歯科","尾張旭市南原山町赤土266-6","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3204","POINT(136.819134 35.260947)","ますだ歯科","稲沢市長野7丁目１－２　リーフウォーク稲沢１１９区画","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3209","POINT(136.9435495 35.141167)","ませき歯科クリニック","名古屋市昭和区藤成通６－２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3211","POINT(136.895952754261 35.2048601062008)","またほ歯科","名古屋市西区又穂町３丁目２０番地","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3216","POINT(136.85483556705 35.1582221209713)","まつい歯科","名古屋市中村区沖田町３８７","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3217","POINT(137.431693334749 34.7769613000847)","まつい歯科","豊橋市忠興二丁目９－４１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3218","POINT(137.0112836 35.0413303)","まつい歯科医院","豊明市阿野町奥屋61","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3220","POINT(137.015084 35.1040212)","まつうら歯科","名古屋市緑区神の倉２－２７５","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3221","POINT(136.955839877381 35.187810988802)","まつうら歯科・歯科口腔外科","名古屋市東区砂田橋一丁目1-10","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3222","POINT(136.983824128493 35.1288087488848)","まつうら歯科医院","名古屋市天白区植田西三丁目1403番地","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3226","POINT(136.9217784 35.13877872)","まつお歯科","名古屋市瑞穂区竹田町２丁目５番地の１","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3232","POINT(136.8722125 35.18033312)","まつなが歯科","名古屋市中村区佐古前町３番２１号","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3233","POINT(136.827738 35.219813)","マツノデンタルクリニック","清須市西市場５－５－３ヨシヅヤ清洲店１Ｆ","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3234","POINT(136.8542839 35.14352214)","まつばら歯科","名古屋市中川区上高畑２丁目１７４－２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3235","POINT(137.0428302 35.18544048)","まつばら歯科","長久手市岩作八瀬ノ木5-2","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3237","POINT(137.383501821756 34.7669695255101)","まつば藤城歯科医院","豊橋市松葉町三丁目５９","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3238","POINT(136.840605000186 35.2470246134889)","まつひろファミリー歯科","北名古屋市中之郷四辻５番","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3241","POINT(137.579476672375 35.0964323114998)","マツモト歯科","設楽町田口字下杉平１０－２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3243","POINT(137.0093001 35.0658431)","まつもり歯科","豊明市二村台4-18-15","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3244","POINT(137.399906147753 34.7489128464088)","まつやま歯科","豊橋市つつじが丘二丁目１－１０","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3245","POINT(137.358871765035 34.8304109492848)","まつやま歯科クリニック","豊川市市田町中社９８番","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3246","POINT(136.9686931 35.0775975)","まつやま歯科医院","名古屋市緑区若田２－１０１６","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3247","POINT(137.0410992 35.14435872)","マナブ歯科","日進市岩崎町大廻間7-5","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3248","POINT(136.928788663197 35.1690959337699)","まなぶ歯科","名古屋市中区新栄三丁目２０番２８号","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3249","POINT(137.0503146 34.86872106)","まばし歯科医院","西尾市鶴ヶ崎町７","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3252","POINT(137.00678791346 35.1230489261523)","まぶち歯科","名古屋市天白区平針二丁目1406","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3255","POINT(136.900162235318 35.1969233270981)","マモル歯科医院","名古屋市北区金城二丁目４－４","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3260","POINT(136.882716017789 35.1093761942304)","マリンはーと歯科","名古屋市港区港明二丁目３番２号","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3261","POINT(136.866366 35.09017)","マリンみなと歯科","名古屋市港区一州町１－３","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3263","POINT(136.8878971 35.2003928)","まるこ歯科","名古屋市西区笠取町３丁目７０番地","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3265","POINT(137.019352032503 35.1824573839088)","まるち矯正歯科","名古屋市名東区明が丘１１３","矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3269","POINT(136.948842563847 35.0774928233376)","まんまる歯科","名古屋市緑区鳴海町字向田２４２－１","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3273","POINT(136.8960297 35.24175673)","みえき歯科","北名古屋市高田寺東の川２","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3282","POINT(136.793431 35.305698)","ミキ歯科クリニック","一宮市八幡２丁目１３－３１　パークテラス１F","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3285","POINT(136.935366367629 35.1837101503085)","みさと歯科","名古屋市東区明倫町２－１４","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3286","POINT(137.0362088 35.17655816)","みしな歯科","長久手市久保山802","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3288","POINT(136.9822982 34.86160591)","ミシマ歯科矯正歯科","碧南市入船町３－５７－２","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3292","POINT(136.964285448171 35.0572648004587)","みずたに歯科","名古屋市緑区桶狭間西１１２３番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3293","POINT(136.931340136482 35.1176090434316)","みずたに歯科","名古屋市瑞穂区妙音通３－２２－１","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3294","POINT(137.073052295785 34.7959236986315)","みずとり歯科医院","西尾市吉良町吉田亥改５３ー１","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3297","POINT(136.970881 35.253282)","ミズノデンタルクリニック","春日井市八田町8-3-1　ｿﾚｰﾙﾋﾞﾙ2F","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3302","POINT(136.910175578248 35.1969098263736)","みずの矯正歯科","名古屋市北区田幡二丁目１２番１４号","矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3304","POINT(136.8168576 35.29419488)","みずの歯科","一宮市相生１丁目８?１３","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3305","POINT(136.894982793432 35.1869440407261)","みずの歯科クリニック","名古屋市西区城西二丁目１８－１６","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3306","POINT(136.898485787656 35.1761567950613)","みずの歯科医院","名古屋市中区丸の内二丁目８-５","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3307","POINT(137.1766326 34.94273793)","みずの歯科医院","岡崎市竜美旭町１１－６","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3312","POINT(136.939154934944 35.1323862990528)","みずほの森矯正歯科","名古屋市瑞穂区汐路町三丁目１番地２","矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3313","POINT(136.928631 35.1151152)","みずほファミリー歯科","名古屋市瑞穂区河岸町３丁目６４－１","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3315","POINT(136.8035688 35.30376411)","みずほ矯正歯科医院","一宮市大江２－１－１８　ワキタビル１Ｆ","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3317","POINT(137.018550880109 35.1041082432115)","みずほ歯科クリニック","名古屋市緑区東神の倉三丁目2212番地","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3319","POINT(137.051712381772 34.9778946045645)","みその歯科・矯正歯科","安城市美園町１－２２－５","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3322","POINT(136.985045564649 35.1630134604186)","ミチコ矯正歯科クリニック","名古屋市千種区井上町６６","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3324","POINT(136.88517137899 35.1703469008207)","ミッドランドスワン歯科・矯正歯科","名古屋市中村区名駅四丁目７番１号","歯科、歯科口腔外科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3326","POINT(137.012146453912 35.0533836954596)","みつばやし歯科・矯正歯科クリニック","豊明市新田町子持松11-10","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3328","POINT(137.0150623 34.8256479)","みつや歯科・こども矯正歯科","西尾市一色町開正出口１３－４","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3329","POINT(136.9194737 35.13648112)","みつるぎ歯科","名古屋市瑞穂区御劔町１－９－１","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3331","POINT(137.092738915606 34.9200356924897)","みつわ山口歯科クリニック","安城市桜井町阿原２９－７","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3333","POINT(137.113636179597 35.1104203971829)","みどりヶ丘歯科医院","みよし市三好丘緑3-1-1　アールビル２F","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3338","POINT(137.002751870199 35.1833987381118)","みどり歯科","名古屋市名東区猪高台一丁目２０１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3339","POINT(136.8139869 35.30243671)","みどり歯科","一宮市緑１丁目１－１８","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3340","POINT(136.8062385 35.23595804)","みどり歯科医院","稲沢市奥田白山町１０７－３","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3341","POINT(137.054368288763 34.9718326701189)","みどり歯科医院","安城市緑町１丁目３４－８　ルネスミドリ１０１","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3350","POINT(136.885467111599 35.1020793577009)","みなと医療生活協同組合　みなと歯科診療所","名古屋市港区港楽三丁目７－１８","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3357","POINT(136.967637118389 34.9156057836257)","みなと歯科クリニック","半田市亀崎町4-260-3","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3358","POINT(136.855182927211 35.1103908851511)","みなと歯科口腔外科","名古屋市港区入場１丁目５０２","歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3359","POINT(136.892660890024 35.1105128250491)","みなと中央歯科","名古屋市港区港明１－１－２","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3361","POINT(137.378205140011 34.7370187669204)","みなみまち矯正歯科","豊橋市草間町字平南１３番","矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3362","POINT(137.3969124 34.72341527)","みなみ歯科クリニック","豊橋市三本木町字元三本木９１－２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3363","POINT(137.1770486 34.87080729)","みなみ歯科クリニック","額田郡幸田町大草字検行156","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3364","POINT(137.3675436 34.825137)","みなみ歯科医院","豊川市諏訪３丁目85番地","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3365","POINT(136.945483029015 35.0566087364066)","みなみ大高歯科・矯正歯科クリニック","名古屋市緑区南大高一丁目２１１８番地","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3366","POINT(136.909421771082 35.1969431228463)","みのデンタルクリニック","名古屋市北区田幡二丁目12番7号","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3367","POINT(137.02325003698 35.1157017985896)","みのて歯科口腔外科","日進市赤池町簑ノ手2番561","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3369","POINT(137.0610597 34.9629459)","ミノワ歯科医院","安城市三河安城南町2－10－1","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3370","POINT(136.853651345698 34.7768135185372)","みはま歯科クリニック","美浜町野間字中町98-3","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3375","POINT(137.057194164083 34.8571764547494)","みむ歯科クリニック","西尾市今川町落５０－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3376","POINT(136.88909504745 35.1764294829586)","ミモザ歯科クリニック","名古屋市西区那古野二丁目１９番２５号","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3377","POINT(136.9696008 35.25566047)","みやうち歯科医院","春日井市八田町7-3-5","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3378","POINT(136.8485786 35.16343859)","みやうら歯科","名古屋市中村区向島町４－９","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3380","POINT(136.886614561218 35.1712537643348)","みやかわデンタルクリニック","名古屋市中村区名駅四丁目５番２８号","歯科、矯正歯科、歯科口腔外科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3384","POINT(137.0664592 34.93666404)","みやこ歯科医院","安城市赤松町本郷２番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3388","POINT(136.908597680344 35.1305476067221)","みやじま歯科医院","名古屋市熱田区玉の井町１１番１１号","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3390","POINT(136.966863024297 35.1485004358311)","ミヤチデンタルクリニック","名古屋市昭和区高峯町116番13","歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3391","POINT(136.9927666 34.88144733)","みやち歯科クリニック","碧南市沢渡町１９８－２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3393","POINT(137.0408144 34.97752415)","みやのデンタルクリニック","刈谷市東刈谷町１－９－４","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3395","POINT(136.795719766599 35.2172414342758)","みやびデンタルクリニック","稲沢市大矢町地蔵堂７０－１","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3396","POINT(137.0141835 34.99217492)","みやび歯科医院","刈谷市中山町２－２５","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3399","POINT(137.396254200524 34.7526045557059)","みやもと歯科","豊橋市前田南町二丁目１４－１５","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3400","POINT(136.9368088 35.28370117)","みやもと歯科","小牧市応時2-184","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3403","POINT(137.0810632 35.13790754)","みやわき歯科","日進市三本木町下川田680-34","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3404","POINT(136.884831894869 35.2198760274506)","ミュウデンタルクリニック","名古屋市西区南川町２２５番地","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3406","POINT(136.9936263 34.98166341)","みゆき矯正歯科","刈谷市御幸町５－４０８","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3407","POINT(137.4194621 34.73491896)","みゆき歯科医院","豊橋市東幸町字大山１６－４","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3412","POINT(136.8333992 35.1879684)","みらい歯科クリニック","あま市中萱津南ノ川１４－１","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3413","POINT(136.798913099514 35.3022683361235)","ミルキーウェイデンタルクリニック","一宮市栄三丁目七番十八号　ミルキーウェイビル６Ｆ","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3414","POINT(136.99104978005 34.9830821399134)","みわた歯科医院","刈谷市御幸町３－９－１","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3417","POINT(136.8050745 35.1689067)","みわ歯科","あま市七宝町桂深田３７－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3419","POINT(136.876493224051 35.355419120333)","ミント歯科　歯周病･ＣＴインプラントオフィス","江南市高屋町大松原126","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3420","POINT(136.985153233069 35.2034306858308)","ミント歯科クリニック","名古屋市守山区小幡五丁目１４―４０","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3422","POINT(136.837133833348 34.9022429289403)","みんなの歯医者さん","常滑市虹の丘3丁目１５２　カインズモール１F","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3423","POINT(136.975251580786 35.1859986016497)","ムカイダ歯科医院","名古屋市千種区光が丘１－３－６","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3424","POINT(136.9839876 35.24577148)","むかい矯正歯科","春日井市中央通り1丁目32-1","矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3426","POINT(137.0981879 35.22621094)","むぎ歯科","瀬戸市窯神町8","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3428","POINT(136.808548622061 35.2489000613525)","むつが歯科","稲沢市正明寺二丁目１８番２３号","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3429","POINT(136.9492112 35.01794162)","むつデンタルクリニック","大府市柊山町3-171-1","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3430","POINT(137.1544067 34.94834156)","むつな歯科医院","岡崎市六名２－１０－１５","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3433","POINT(137.066255626548 35.1140494776098)","むとう歯科医院","東郷町諸輪中木戸西３０４－１","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3434","POINT(136.9723036 35.09770074)","むねやす歯科医院","名古屋市緑区鳴子町５丁目91番地","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3437","POINT(136.930485 35.29092231)","むらかみ歯科","小牧市中央2丁目62番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3438","POINT(136.8064269 35.28232964)","むらかみ歯科","一宮市大和町妙興寺字地蔵恵６８－１","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3441","POINT(136.734623468625 35.1089065259876)","むらせ歯科","弥富市平島町大脇２９－２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3442","POINT(136.879992178815 35.286305883811)","むらせ歯科･矯正歯科インプラントオフィス","岩倉市東町東出口117","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3443","POINT(137.00687096755 35.1195124630961)","むらせ歯科医院","名古屋市天白区平針三丁目２６１０番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3445","POINT(136.792750736111 35.3295474938889)","ムラタ歯科","一宮市今伊勢町馬寄字若宮５６－１","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3446","POINT(136.893825413008 35.1333522459725)","むらまつ矯正歯科クリニック","名古屋市熱田区大宝一丁目１番１号","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3447","POINT(137.385032 34.77051681)","むらまつ歯科医院","豊橋市湊町４５","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3455","POINT(137.0032911 35.16074768)","メイト歯科","名古屋市名東区高間町５０１番地１","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3456","POINT(136.88789027739 35.1711479913049)","めいよん歯科","名古屋市中村区名駅四丁目２－１２","歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3472","POINT(137.217517 34.823132)","もくはら歯科医院","蒲郡市栄町１１－５０","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3477","POINT(137.1720041 34.96724935)","モダン通り歯科","岡崎市六供町３丁目３６番地１","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
